username,name,category,buy_price,random_multipliers,sell_price,pic
Ligagmer,"New Classic Furniture Gia 5-Piece Round Set with 1 Dining Table and 4 Chairs, 47"", Brown ",furniture,30.5,0.9335,28.47175,https://m.media-amazon.com/images/I/61m37YU8JuL._AC_UL320_.jpg
Therect,"Bush Furniture Salinas Console Table with Drawers and Shelves, Antique White ",furniture,37.6,0.7938,29.84688,https://m.media-amazon.com/images/I/41ROcbIRqmL._AC_UL320_.jpg
Wely2003,"VECELO End Table with flip Drawer and X-Design Side, Modern Style and studry Nightstand for Bedroom Office, Easy Assembly, Coffee 2 Set, Brown ",furniture,25,0.9716,24.29,https://m.media-amazon.com/images/I/61SiwAa0b2L._AC_UL320_.jpg
Threar,Homary White Round Coffee Table with Storage White Faux Marble Nesting Coffee Table with Rotatable Drawers ,furniture,8,0.6592,5.2736,https://m.media-amazon.com/images/I/6120iNyYhJL._AC_UL320_.jpg
Extriveromen1946,"WAHFAY Acrylic Coffee Table with PVC Cover Protector, 50"" L x 20"" W x 17'' H x 4/5'' Thick Modern Waterfall Coffee Table for Living Room, Clear Rectangle Tea Table with Round Edges ",furniture,25,0.5259,13.1475,https://m.media-amazon.com/images/I/71+dl5CGhkL._AC_UL320_.jpg
Nexplas,Design Toscano Hapsburg Marble Topped Console Table ,furniture,25,0.2326,5.815,https://m.media-amazon.com/images/I/61D3lpIE5oL._AC_UL320_.jpg
Gloseloth,"Signature Design by Ashley - Porter Entertainment Sofa Table w/ Fixed shelf, Rustic Brown ",furniture,17.9,0.8414,15.06106,https://m.media-amazon.com/images/I/61FniE6-KHL._AC_UL320_.jpg
Acen1949,JETIME Outdoor Rattan Furniture 7pcs Patio Conversation Set Gray Wicker Garden Sofa Set Spring Party Sectional Couch with Navy Cushion ,furniture,25,0.9239,23.0975,https://m.media-amazon.com/images/I/816yfjYIvxL._AC_UL320_.jpg
Oney1977,9 Person Conference Tables Meeting Tables Seminar Tables Compact Space Maximum Collaboration Model 4471 4 pc Group Color Java Commercial Grade Ready to Unfold and Use (Chairs NOT Included). ,furniture,104.2,0.5192,54.10064,https://m.media-amazon.com/images/I/71A8vsp4ECL._AC_UL320_.jpg
Himagettery1971,"Patiorama 5 Piece Patio Furniture Set with Gas Fire Pit Table, Brown Wicker Outdoor Sectional Sofa Set with 28-inch 40,000 BTU Square Propane Firepit CSA Certification, Lava Rocks (Beige Cushion) ",furniture,20.2,0.0191,0.38582,https://m.media-amazon.com/images/I/51-uubxJPoL._AC_UL320_.jpg
Malloffe51,"Bush Furniture Key West Coffee Table with Storage, Washed Gray ",furniture,25,0.9648,24.12,https://m.media-amazon.com/images/I/51KXjTUsiVL._AC_UL320_.jpg
Acen1949,Oak Dining Set a 7 Piece Traditional White and Natural Wooden Dinette Table with 6 Chairs Which Is the Best Kitchen or Living Room Solution Guaranteed Country Rustic Room Furniture Sets for 6 on Sale ,furniture,85,0.5737,48.7645,https://m.media-amazon.com/images/I/71qRtWBuHeL._AC_UL320_.jpg
Pursho2003,Bamboo Coffee Table for Living Room Unique Coffee Tables Low Table for Sitting on The Floor Accent Furniture ,furniture,6,0.4938,2.9628,https://m.media-amazon.com/images/I/81Q2its0cDL._AC_UL320_.jpg
Therect,"Crestview Collection CVFNR308 Bengal Manor Mango Wood Twist Accent Table Furniture, Brown ",furniture,91.9,0.3404,31.28276,https://m.media-amazon.com/images/I/4133MBQbHAL._AC_UL320_.jpg
Arelithrous,"Bush Business Furniture Hybrid Computer Table Desk with Metal Legs, 60W x 30D, Storm Gray ",furniture,25,0.1883,4.7075,https://m.media-amazon.com/images/I/71wODQ9jYmL._AC_UL320_.jpg
Milhe1957,Drifton Travel Trunk Cocktail Table ,furniture,40,0.4565,18.26,https://m.media-amazon.com/images/I/71ozExmdhwL._AC_UL320_.jpg
Aboomed,Jonti-Craft 58504JC Creative Caddie Light Table ,furniture,210.5,0.5292,111.3966,https://m.media-amazon.com/images/I/81jC1ZneuxL._AC_UL320_.jpg
Tractinglery1988,"GOTOTOP Modern Glossy White Coffee Table W/LED Lighting, Contemporary Rectangle Design with 4 Drawers and Remote Control Living Room Furniture ",furniture,25,0.1694,4.235,https://m.media-amazon.com/images/I/71zavXNkSsL._AC_UL320_.jpg
Hics1952,Shuffleboard Table Assembly ,furniture,10.7,0.1465,1.56755,https://m.media-amazon.com/images/I/61rpPxLlg-L._AC_UL320_.jpg
Begazy,Evolur Cheyenne 5 in 1 Full Panel Convertible Crib & Double Dresser with Free 260 Coil Crib & Toddler Mattress ,furniture,25,0.6558,16.395,https://m.media-amazon.com/images/I/71+uNX7FFbL._AC_UL320_.jpg
Courpastruce,"Coaster Home Furnishings Alston 5-Piece Dining Set with Trestle Table, Knotty Nutmeg and Grey ",furniture,3,0.0177,0.0531,https://m.media-amazon.com/images/I/91jeni5pisL._AC_UL320_.jpg
Ineaskuld83,"Bush Business Furniture 400 Series Table Desk with Metal Legs, 72W x 30D, Platinum Gray ",furniture,25,0.1604,4.01,https://m.media-amazon.com/images/I/91p+MoF9WLL._AC_UL320_.jpg
Malloffe51,"Roundhill Furniture Aneta Urban Style Dark Washed Wood Dining Set: Table and 6 Chairs, Purple ",furniture,24.2,0.4958,11.99836,https://m.media-amazon.com/images/I/91ZV-0dwBaL._AC_UL320_.jpg
Whypeor37,"Signature Design by Ashley Skempton Cottage Dining Room Table Set with 6 Upholstered Chairs, Whitewash ",furniture,25,0.1664,4.16,https://m.media-amazon.com/images/I/81+-Ix4WuQL._AC_UL320_.jpg
Barthat,"Roundhill Furniture Prato 6-Piece Table Set with Cross Back Chairs and Dining Bench, Blue ",furniture,25,0.0039,0.0975,https://m.media-amazon.com/images/I/71PYezp29bL._AC_UL320_.jpg
Indich,"Flash Furniture Black LeatherSoft Guest Chair with Tablet Arm, Chrome Legs and Cup Holder ",furniture,25,0.0304,0.76,https://m.media-amazon.com/images/I/61IKsa61ylL._AC_UL320_.jpg
Diguest,"SIMPLIHOME Ralston SOLID WOOD and Metal Modern Industrial 60 inch Wide Home Office Desk, Writing Table, Workstation, Study Table Furniture in Rustic Natural Aged Brown with 2 Drawerss ",furniture,25,0.0629,1.5725,https://m.media-amazon.com/images/I/51Kbv6DK0gL._AC_UL320_.jpg
Emid1936,"Modern Nesting Coffee Table Set of 2 for Living Room Center Office, Square Faux Marble Cocktail Table with Metal Frame, Mid Century Accent Furniture Center Table with Stack able Design, White/Black ",furniture,23.5,0.5466,12.8451,https://m.media-amazon.com/images/I/71PYezp29bL._AC_UL320_.jpg
Yound1999,5 Pc set with a Round Dinette Table and 4 Leather Kitchen Chairs in Black and Cherry . ,furniture,25,0.583,14.575,https://m.media-amazon.com/images/I/81jraZC-7aL._AC_UL320_.jpg
Turzartur45,BOWERY HILL Game Board Table in Black ,furniture,24.2,0.0635,1.5367,https://m.media-amazon.com/images/I/61XtqBzwZkL._AC_UL320_.jpg
Herch1936,TOV Furniture Valentina Modern Dining Room Table Brass Round ,furniture,179.9,0.9004,161.98196,https://m.media-amazon.com/images/I/41SRyt9ciXL._AC_UL320_.jpg
Hortudy,Best Master Furniture 5 Piece Dining Table Set Gray ,furniture,25,0.347,8.675,https://m.media-amazon.com/images/I/41Wij6hPyYL._AC_UL320_.jpg
Whiseas,"Martin Furniture 86"" Console, Brown ",furniture,50.8,0.3391,17.22628,https://m.media-amazon.com/images/I/71-zmqPv-7S._AC_UL320_.jpg
Bargeres,Picket House Furnishings Willow White Marble Standard Height Dining Table ,furniture,17.5,0.9463,16.56025,https://m.media-amazon.com/images/I/91Rvttu8FZL._AC_UL320_.jpg
Efolotervis58,"FLEXISPOT Gaming Desk Adjustable Gaming Computer Desk Gaming Table with Cup Holder, Headphone Hook and Cord Management Black 63_ ",furniture,25,0.6226,15.565,https://m.media-amazon.com/images/I/91cf2uwmZqL._AC_UL320_.jpg
Arelithrous,Beauty Salon Reception Desk All Purpose Reception Desk Reception Counter with Illumination Lights - Orsacchiotto -White ,furniture,25,0.6951,17.3775,https://m.media-amazon.com/images/I/71rQfuk8qWL._AC_UL320_.jpg
Coond1966,"Altrobene Velvet Accent Chair, Modern Barrel Arm Chair for Living Room Bedroom with Gold Finished Legs, Blush Pink ",furniture,413.9,0.6701,277.35439,https://m.media-amazon.com/images/I/41f0xqLhnZL._AC_UL320_.jpg
Extriveromen1946,JIASTING Mid Century 1 Loveseat Sofa and 2 Accent Chairs Set Modern Wood Arm Couch and Chair Living Room Furniture Sets (8428 Black Set) ,furniture,1244.2,0.2601,323.61642,https://m.media-amazon.com/images/I/81U9dVVzbAL._AC_UL320_.jpg
Dureal,"Yaheetech Comfy Club Chairs Set of 2 Faux Leather Barrel Chair Small Side Chairs Accent Chair for Living Room Bedroom Reading Room Waiting Room, Black ",furniture,140,0.4506,63.084,https://m.media-amazon.com/images/I/81FmMqZRt8L._AC_UL320_.jpg
Exhaf1979,UDPATIO Balcony Furniture 5 Piece Patio Furniture Sets Wicker Patio Sets with Ottomans Outdoor Conversation Sets Rattan Sectional Couch Bistro Set Chairs for Balcony Patio Poolside Front Porch Yard ,furniture,3.99,0.1127,0.449673,https://m.media-amazon.com/images/I/61gj54v98yL._AC_UL320_.jpg
Scon1995,"Vongrasig 5 Piece Wicker Patio Furniture Set, All Weather PE Wicker Rattan Outdoor Chair and Ottoman Set, Small Cushioned Patio Chairs with Ottoman Underneath for Lawn Garden Backyard (Beige) ",furniture,2.3,0.5504,1.26592,https://m.media-amazon.com/images/I/71lGyLyw24L._AC_UL320_.jpg
Preacces,Christopher Knight Home Arcola Outdoor Club Chair with Cushion - Acacia Wood - Teak/Beige (Set of 2) ,furniture,416.2,0.9359,389.52158,https://m.media-amazon.com/images/I/51zMGNIm0pL._AC_UL320_.jpg
Eveng1987,"PHI VILLA Patio Dining Set 7 Piece, 6 Outdoor Padded Swivel Dining Chair with Round Base & 1 Large Metal Dining Table (with 1.9"" Umbrella Hole), All Weather Patio Furniture for Lawn Garden Backyard ",furniture,67,0.3391,22.7197,https://m.media-amazon.com/images/I/61mmkhkI-LL._AC_UL320_.jpg
Jent1999,"Altrobene Velvet Modern Accent Chair Barrel Room Decor Club Armchair Comfy Tufted Adult Chair with Gold Legs for Living Room, Bedroom, Office, Mauve Pink ",furniture,3.99,0.4885,1.949115,https://m.media-amazon.com/images/I/71Mr6lA0BnL._AC_UL320_.jpg
Sincen,"Morden Fort Chesterfield Chair for Living Room Furniture Sets, Linen Fabric, Accent Tufted Chairs for Living Room, Linen Beige ",furniture,25,0.0641,1.6025,https://m.media-amazon.com/images/I/61IKsa61ylL._AC_UL320_.jpg
Andeverien37,"MELLCOM Mid Century Modern Accent Chair, Upholstered Chairs with Bamboo Knitting and Solid Wood Legs, Comfy Linen Fabric Armchair for Club, Living Room, Reading Room, Bedroom,Beige-26.4''w ",furniture,37.9,0.9331,35.36449,https://m.media-amazon.com/images/I/51OMnuZogBL._AC_UL320_.jpg
Froma1961,"Artechworks Tufted Upholstered Accent Arm Chair, Comfy Single Sofa Club Chair for Living Room, Bedroom, Home Office, Hosting Room,Pink ",furniture,40.8,0.4807,19.61256,https://m.media-amazon.com/images/I/719e0zwxt1L._AC_UL320_.jpg
Thavends50,"Mcombo Swiveling Recliner Chair with Wrapped Wood Base and Matching Ottoman Footrest, Furniture Casual Chair, Faux Leather 9019 (Saddle) ",furniture,65.9,0.9579,63.12561,https://m.media-amazon.com/images/I/915D4vEJAHL._AC_UL320_.jpg
Herseept,"Solaste Patio Furniture Metal Armchair,2 PCS All-Weather Aluminum Garden Outdoor Contemporary Sofa Chair with Cushions, Dark Grey ",furniture,20,0.9051,18.102,https://m.media-amazon.com/images/I/91brPxdDsoL._AC_UL320_.jpg
Whichisatur,"SOLAURA 5 Piece Patio Conversation Set Outdoor Furniture Set, Grey Wicker Lounge Chair with Ottoman Footrest, W/Coffee Table & Cushions (Beige) for Garden, Patio, Balcony, Deck ",furniture,39.1,0.785,30.6935,https://m.media-amazon.com/images/I/91axQfSLK4L._AC_UL320_.jpg
Pernedge71,"Meridian Furniture Modern | Contemporary Black Velvet Upholstered Accent Chair with Stainless Steel Base in a Rich Gold Finish, 33.5"" W x 29.5"" D x 35.5"" H, ",furniture,37.9,0.1268,4.80572,https://m.media-amazon.com/images/I/81-a9VEe67L._AC_UL320_.jpg
Groply,XIZZI Patio Chair Outdoor Swivel Rocking Patio Chairs Set of 2 and Matching Side Table - 3 Piece Wicker Patio Bistro Set 360 Degree Rotation (Denim Blue/Grey Wicker) ,furniture,25,0.0164,0.41,https://m.media-amazon.com/images/I/A192HCuWdkL._AC_UL320_.jpg
Dureal,Signature Design by Ashley - Paradise Trail Outdoor Swivel Lounge Chair - Set of 2 - All-Weather Wicker Frame - Medium Brown ,furniture,16.2,0.9418,15.25716,https://m.media-amazon.com/images/I/31MCqxlmeVL._AC_UL320_.jpg
Himagettery1971,"Signature Design by Ashley Beachcroft Wicker Arm Chair with Cushion, Set of 2, Brown ",furniture,54.3,0.8706,47.27358,https://m.media-amazon.com/images/I/7125a54WNlS._AC_UL320_.jpg
Famess,Harlie & Stone Outdoor Swivel Rocker Patio Chairs Set of 2 and Matching Side Table - 3 Piece Wicker Patio Bistro Set with Premium Fabric Cushions ,furniture,40,0.2594,10.376,https://m.media-amazon.com/images/I/91YQlmBj5eL._AC_UL320_.jpg
Hatmarat,"LeveLeve Balcony Furniture 5 Piece Patio Conversation Set, PE Wicker Rattan Outdoor Lounge Chairs with Soft Cushions 2 Ottoman&Glass Table for Porch, Lawn-Brown Wicker (Orange Red) ",furniture,40.8,0.8327,33.97416,https://m.media-amazon.com/images/I/A1YzxELUHfL._AC_UL320_.jpg
Beciond78,Homall Recliner Chair Padded Seat Pu Leather for Living Room Single Sofa Recliner Modern Recliner Seat Club Chair Home Theater Seating (Black) ,furniture,25,0.0735,1.8375,https://m.media-amazon.com/images/I/71WL07O3zDL._AC_UL320_.jpg
Waystand,"Valencia Tuscany Home Theater Seating | Premium Top Grain Italian Nappa 11000 Leather, Power Reclining, Power Lumbar Support, Power Headrest (Row of 2, Black) ",furniture,56.7,0.947,53.6949,https://m.media-amazon.com/images/I/81mEJPRxunL._AC_UL320_.jpg
Abightly,JUMMICO Recliner Chair Adjustable Home Theater Single Fabric Recliner Sofa Furniture with Thick Seat Cushion and Backrest Modern Living Room Recliners (Grey) ,furniture,25,0.3624,9.06,https://m.media-amazon.com/images/I/61pu5vSe6jL._AC_UL320_.jpg
Meren1977,"Aoxun 3-Piece Rocking Rattan Chair Outdoor, Patio Bistro Furniture Sets Clearance, 2 Cushioned Swivel Wicker Chair with Coffee Table, Khaki ",furniture,179.9,0.3434,61.77766,https://m.media-amazon.com/images/I/51s-6fYZZ3L._AC_UL320_.jpg
Hatmarat,Souldershop 3-5/8 inch Replacement Recliner Sofa Chair Mechanism Tension Springs Long Neck Hook Style Silver Color (Pack of 1) ,furniture,69.9,0.295,20.6205,https://m.media-amazon.com/images/I/61dh+RRVzhS._AC_UL320_.jpg
Patents,"U-MAX 5 Pieces Patio Furniture Set Outdoor Chair and Ottoman Set with Cushions & Side Table, Brown PE Wicker Rattan Lawn Pool Balcony Backyard Conversation Lounge Set, White & Tan Cushion ",furniture,34.95,0.7231,25.272345,https://m.media-amazon.com/images/I/618xd9SgiIL._AC_UL320_.jpg
Wasuffeen41,"Altrobene Velvet Modern Accent Chair Barrel Room Decor Club Armchair Comfy Tufted Adult Chair with Gold Legs for Living Room, Bedroom, Office, Mauve Pink ",furniture,54.1,0.4889,26.44949,https://m.media-amazon.com/images/I/71LBV8rwS1L._AC_UL320_.jpg
Famess,Sophia & William Patio Dining Set 5 Pieces Outdoor Furniture Set for 4 Patio Swivel Chairs Textilene Padded with 1 Metal Umbrella Table 6 Person for Lawn Garden ,furniture,40.1,0.5977,23.96777,https://m.media-amazon.com/images/I/61aBD9Y1jVL._AC_UL320_.jpg
Phoonew,"Walker Edison Estrella Modern 2 Piece Rattan Scoop Chair Set, Set of 2, Natural ",furniture,19.95,0.1655,3.301725,https://m.media-amazon.com/images/I/91Vr7qdWbiL._AC_UL320_.jpg
Ligagmer,"Signature Design by Ashley Outdoor Visola Patio HDPE Cushioned Lounge Chair, 2 Count, Gray ",furniture,25,0.5476,13.69,https://m.media-amazon.com/images/I/91YeLji4krL._AC_UL320_.jpg
Therect,Great Deal Furniture Waldo Brown Leather Recliner Club Chair ,furniture,197.7,0.073,14.4321,https://m.media-amazon.com/images/I/81gtNEnrFyL._AC_UL320_.jpg
Beyea1999,"Christopher Knight Home Cape Coral Outdoor Aluminum Club Chairs with Water Resistant Cushions, 2-Pcs Set, Khaki ",furniture,25,0.6746,16.865,https://m.media-amazon.com/images/I/81BJ6jmLEmL._AC_UL320_.jpg
Quisging,"Meridian Furniture Carter Collection Modern | Contemporary Upholstered Velvet Barrel Accent Chair with Gold Stainless Base, Green, 29"" W x 27.5"" D x 31"" H ",furniture,72,0.2014,14.5008,https://m.media-amazon.com/images/I/91XV3Iu1szL._AC_UL320_.jpg
Mignamem,"Top Space 2 PCS Accent Chair Sofa Mid Century Upholstered Arm Single Sofa Modern Comfy Furniture for Living Room,Bedroom,Club,Office ",furniture,25,0.0946,2.365,https://m.media-amazon.com/images/I/71E0ljfd7HL._AC_UL320_.jpg
Nersese,"SUNSITT 3-Piece Patio Conversation Set, Wicker Outdoor Furniture Lounge Chairs and Side Table w/Aluminum Top, Beige Olefin Fabric Cushions & Brown Wicker ",furniture,55.5,0.3172,17.6046,https://m.media-amazon.com/images/I/8140IGH20SS._AC_UL320_.jpg
Herseept,"HAPPATIO 7 Piece Patio Dining Set,Outdoor Dining Set,Patio Furniture Sets,2 Swivel Dining Chairs,4 Reg.Dining Chairs,Textilene Furniture Set for Patio,Yard,Pool ",furniture,19.95,0.4557,9.091215,https://m.media-amazon.com/images/I/815Hvqu7TCL._AC_UL320_.jpg
Twitanigived,"DM Furniture Mid Century Accent Chair Modern Button Tufted Armchair Wingback Club Chair Velvet Single Sofa Lounge Chair with Pillow for Living Room Bedroom, Pink Velvet- Pink ",furniture,19.95,0.0382,0.76209,https://m.media-amazon.com/images/I/71EsPCkwOzL._AC_UL320_.jpg
Witionothe,"Sophia & William Patio Bar Set 5 Piece Outdoor Dining Chairs Set, 4 Swivel Bar Stools and 1 Square Bar Height Table, All-Weather Metal Furniture Set with Red Cushion and Umbrella Hole ",furniture,52.9,0.7082,37.46378,https://m.media-amazon.com/images/I/71eIgqsRZXL._AC_UL320_.jpg
Farinell,"PHI VILLA 5 Piece Patio Dining Set with 4 Swivel Dining Chairs & 1 Square Metal Dining Table with 1.57"" Hole, All Weather Patio Dining Furniture for Outdoor Kitchen Lawn & Garden ",furniture,25,0.2379,5.9475,https://m.media-amazon.com/images/I/31GyvdrBsIL._AC_UL320_.jpg
Begazy,JETIME Outdoor Rattan Furniture 7pcs Patio Conversation Set Gray Wicker Garden Sofa Set Spring Party Sectional Couch with Navy Cushion ,furniture,25,0.535,13.375,https://m.media-amazon.com/images/I/61hb9n-5+4L._AC_UL320_.jpg
Upcome,"OFUCHEN Functional Chair, Height Adjustable Children School Study ",furniture,599,0.1411,84.5189,https://m.media-amazon.com/images/I/517q4PBTNgL._AC_UL320_.jpg
Sincen,"Patio Chair Cover Windproof, GDCCPRO 600D Outdoor Furniture Cover Waterproof Heavy Duty with PVC Coating, Patio Furniture Covers Dustproof Anti-UV Protective for Garden Lounge Deep Seat 32''x37''x36'' ",furniture,3,0.1628,0.4884,https://m.media-amazon.com/images/I/91oLvYUl9eL._AC_UL320_.jpg
Upcome,"Sophia & William Patio Dining Set 8 Pieces Outdoor Metal Furniture Set with 13ft Double-Sided Patio Umbrella Beige, 6 x Swivel Patio Dining Chairs, 1 Wood Like Umbrella Table for Patio Lawn Garden ",furniture,25,0.3437,8.5925,https://m.media-amazon.com/images/I/91jGLRYtiAL._AC_UL320_.jpg
Pursho2003,"Grand Patio Outdoor Rocking Chairs Aluminum Rattan Furniture Sets Rockers Patio Conversation Sofa Sets Metal Rattan Furniture with Water Resistant Cushions Patio Furniture Sets (3PCS, Light Brown) ",furniture,105.9,0.0914,9.67926,https://m.media-amazon.com/images/I/41ZYNmqML7L._AC_UL320_.jpg
Preacces,"SUNCROWN 5-Piece Outdoor Wrought Iron Chairs and Table Patio Dining Furniture Set - 4 Stackable Metal Chairs and 1 Square Steel Slat Bistro Table with 1.57"" Umbrella Hole for Backyard Garden Deck ",furniture,10,0.7533,7.533,https://m.media-amazon.com/images/I/81s0gcZa6kS._AC_UL320_.jpg
Boyeakes57,"Sophia & William Patio Dining Set 7 Pieces Metal Furniture Set Outdoor, 6 x Patio Dining Swivel Chairs Padded with 1 6 Person Wood Like Umbrella Table for Lawn Garden ",furniture,39,0.3992,15.5688,https://m.media-amazon.com/images/I/71v0ZAW34hL._AC_UL320_.jpg
Therseld,"YITAHOME 5 Piece Patio Furniture Sets, Outdoor Wicker Lounge Chair with Ottoman and Side Table for Backyard Pool Porch Deck, Brown ",furniture,39.9,0.7033,28.06167,https://m.media-amazon.com/images/I/71HA2Noj4-L._AC_UL320_.jpg
Warot1950,"Sophia & William Patio Dining Set 9 Pieces Outdoor Metal Furniture Set, 8 x Patio Dining Swivel Chairs Padded with 1 Expandable 6-8 Person Table for Lawn Garden ",furniture,39,0.0485,1.8915,https://m.media-amazon.com/images/I/51UWMPKr2UL._AC_UL320_.jpg
Hisaid1977,American Furniture Classics Deer Valley Chair ,furniture,19.95,0.6833,13.631835,https://m.media-amazon.com/images/I/61uVwBw32fL._AC_UL320_.jpg
Ourty1956,"SUNSITT Outdoor Furniture Set 8-Piece Patio Rattan Furniture Set, Patio Lounge Chairs with Ottoman & Loveseat with Waterproof Covers, Brown Wicker with Beige Olefin Cushions ",furniture,25,0.681,17.025,https://m.media-amazon.com/images/I/419H+jIs7eL._AC_UL320_.jpg
Diguest,"OSP Home Furnishings Kaylee Spindle Accent Chair, White Frame with Linen Fabric ",furniture,12.7,0.1538,1.95326,https://m.media-amazon.com/images/I/61XtqBzwZkL._AC_UL320_.jpg
Ensiony,PHI VILLA 3 Piece Patio Furniture Set Outdoor Rattan Rocker Conversation Set with 1 Table and 2 Rocking & Swivel Chairs Support 350lbs ,furniture,25,0.3907,9.7675,https://m.media-amazon.com/images/I/61OKcNSS8xL._AC_UL320_.jpg
Bargeres,"Signature Design by Ashley Avonley Contemporary Accent Chair with Clear Acrylic Base, Taupe ",furniture,15,0.9327,13.9905,https://m.media-amazon.com/images/I/81HtsQjwtBL._AC_UL320_.jpg
Thatereping,"Best Choice Products Wicker Egg Chair, Oversized Indoor Outdoor Lounger for Patio, Backyard, Living Room w/ 4 Cushions, Steel Frame, 440lb Capacity - Navy ",furniture,19.95,0.0739,1.474305,https://m.media-amazon.com/images/I/71QbU0v0HbL._AC_UL320_.jpg
Thatiand,Sophia &William Patio Furniture Set Patio Dining Set for 6 Patio Dining Chairs Support 350lbs Quick Dry Textilene with 1 Expandable Dining Table for 6-8 Person for Outdoor Lawn Garden Poool Backyard ,furniture,25,0.846,21.15,https://m.media-amazon.com/images/I/61PVThtRDiS._AC_UL320_.jpg
Ourty1956,"Yaheetech Faux Leather Leisure Chair Accent Chair Armchair Upholstered Biscuit Tufted Living Room Chairs with Tapered Legs for Dining Room Home Office Study Vanity Bedroom Brown, Set of 2 ",furniture,25,0.0065,0.1625,https://m.media-amazon.com/images/I/51KqTot+KcL._AC_UL320_.jpg
Timet1986,"Vongrasig 5 Piece Wicker Patio Furniture Set, PE Wicker Rattan Small Patio Set Porch Furniture, Cushioned Patio Chairs Set of 2 w/Ottoman&Table, Outdoor Lounge Chair Chat Conversation Set, Brown ",furniture,25,0.0469,1.1725,https://m.media-amazon.com/images/I/51KdFdfT3IL._AC_UL320_.jpg
Opinsly,Flash Furniture Massaging Heat Controlled Adjustable Recliner and Ottoman with Wrapped Base in Black LeatherSoft ,furniture,11.8,0.5093,6.00974,https://m.media-amazon.com/images/I/A1K4VWAKRKL._AC_UL320_.jpg
Extriveromen1946,Dining Chair Assembly ,furniture,27.7,0.8311,23.02147,https://m.media-amazon.com/images/I/811zrLN4YyL._AC_UL320_.jpg
Olesest,"Great Deal Furniture Crystal Outdoor Wicker Club Chairs with Cushions (Set of 2), Light Brown and Beige ",furniture,23.9,0.903,21.5817,https://m.media-amazon.com/images/I/61uGHVnvrZL._AC_UL320_.jpg
Sply1937,"LUCKYERMORE Set of 2 Office Guest Chairs Sofa Leather Barrel Club Chairs Heavy Duty and Great Support Cushion Armchair for Waiting Room Guest Reception,Black ",furniture,25,0.722,18.05,https://m.media-amazon.com/images/I/81l746bG6PL._AC_UL320_.jpg
Dureal,"Sophia & William Patio Dining Set for 6 Outdoor Furniture Table and Chairs 7 Pieces Metal, 6 x Swivel Dining Chairs Textilene with 1 Umbrella Table for Lawn Pool Garden Porch ",furniture,19.99,0.8414,16.819586,https://m.media-amazon.com/images/I/914el2MiMYL._AC_UL320_.jpg
Witionothe,"Incbruce 5 Piece Outdoor Dining Set Wrought Iron Patio Dining Set, Dining Furniture Set (4 Dining Chairs and 1 Square Table with 1.57"" Umbrella Hole) for Garden, Backyard (Metal Tabletop) ",furniture,25,0.3184,7.96,https://m.media-amazon.com/images/I/71deNStYYiL._AC_UL320_.jpg
Cattell,Great Deal Furniture Merit Black Leather Recliner/Glider Chair ,furniture,25,0.4761,11.9025,https://m.media-amazon.com/images/I/61ZlA46kQ6L._AC_UL320_.jpg
Sers1952,KARXAS Gaming Chair with Footrest High-Back Computer Office Desk Chair PU Leather Racing PC Chair Executive Swivel Task Chair with Headrest and Massage Lumbar Support for Adults (Gray) ,furniture,25,0.7806,19.515,https://m.media-amazon.com/images/I/713beKgoXFL._AC_UL320_.jpg
Olesest,"ALPHA HOME 30 Inches Bar Stools Set of 4 Bar Chair Vintage Leathaire Bar Height Stools Pub Kitchen Stools Chairs, Dining Room Furniture 350 lbs Capacity, Dark Grey, 4PCS ",furniture,105.9,0.6031,63.86829,https://m.media-amazon.com/images/I/71J+aRLeJoL._AC_UL320_.jpg
Freples55,Bestmart INC 3-Seat Office Reception Sofa Waiting Room Bench Visitor Guest Sofa Airport Clinic Seat (Blue) ,furniture,25,0.2267,5.6675,https://m.media-amazon.com/images/I/61mmkhkI-LL._AC_UL320_.jpg
Hicall,"Okeysen Accent Chair Mid Century Modern - Leather Accent Chairs for Living Room, Retro Reading Arm Chair, Wooden Single Chair for Living Room, Bedroom, Waiting Room (Black Button Tufted) ",furniture,33.4,0.6516,21.76344,https://m.media-amazon.com/images/I/71PYezp29bL._AC_UL320_.jpg
Balle1974,"OFUCHEN Functional Chair, Height Adjustable Children School Study ",furniture,19.95,0.7616,15.19392,https://m.media-amazon.com/images/I/51Kbv6DK0gL._AC_UL320_.jpg
Banstal,"Altrobene Velvet Modern Accent Chair Barrel Room Decor Club Armchair Comfy Tufted Adult Chair with Gold Legs for Living Room, Bedroom, Office, Mauve Pink ",furniture,25,0.4888,12.22,https://m.media-amazon.com/images/I/51FV0zN6NKL._AC_UL320_.jpg
Alinst71,"Patio Chair Cover Windproof, GDCCPRO 600D Outdoor Furniture Cover Waterproof Heavy Duty with PVC Coating, Patio Furniture Covers Dustproof Anti-UV Protective for Garden Lounge Deep Seat 32''x37''x36'' ",furniture,25,0.8885,22.2125,https://m.media-amazon.com/images/I/61P1xUg11lL._AC_UL320_.jpg
Beirinked,"ALPHA HOME 30"" Bar Stools Bar Chair Counter Height Stools Vintage Leathaire Bar Height Stools Pub Kitchen Chairs, Dining Room Furniture - 350 lbs Capacity ,Set of 4. ",furniture,3,0.4427,1.3281,https://m.media-amazon.com/images/I/81lBqPJ-p2L._AC_UL320_.jpg
